ICAO,ultimo_parado,despegue,tiempo_espera,aircraft_type,fecha_despegue,hora_despegue
345250,2024-12-04 19:41:55.966,2024-12-04 19:53:07.774,671.808,High vortex aircraft,2024-12-04,19
345250,2024-12-05 07:31:43.910,2024-12-05 07:36:45.318,301.408,High vortex aircraft,2024-12-05,7
345250,2024-12-05 11:31:10.592,2024-12-05 11:34:35.491,204.899,High vortex aircraft,2024-12-05,11
345250,2024-12-05 16:48:47.389,2024-12-05 16:49:13.206,25.817,High vortex aircraft,2024-12-05,16
345250,2024-12-05 22:27:13.229,2024-12-05 22:33:19.622,366.393,High vortex aircraft,2024-12-05,22
345250,2024-12-06 08:13:32.729,2024-12-06 08:14:01.511,28.782,High vortex aircraft,2024-12-06,8
345250,2024-12-06 15:34:06.084,2024-12-06 15:35:03.470,57.386,High vortex aircraft,2024-12-06,15
345250,2024-12-07 15:26:54.041,2024-12-07 15:27:24.780,30.739,High vortex aircraft,2024-12-07,15
345250,2024-12-07 19:07:55.300,2024-12-07 19:08:26.628,31.328,High vortex aircraft,2024-12-07,19
3C56A9,2024-12-04 15:54:44.180,2024-12-04 15:55:07.040,22.86,High vortex aircraft,2024-12-04,15
40780E,2024-12-06 10:14:33.405,2024-12-06 10:15:35.583,62.178,High vortex aircraft,2024-12-06,10
40780E,2024-12-06 17:19:57.702,2024-12-06 17:30:20.322,622.62,High vortex aircraft,2024-12-06,17
4D2157,2024-12-06 11:11:00.260,2024-12-06 11:11:18.167,17.907,High vortex aircraft,2024-12-06,11
010236,2024-12-06 12:27:24.182,2024-12-06 12:28:23.023,58.841,High vortex aircraft,2024-12-06,12
010236,2024-12-07 13:58:26.001,2024-12-07 14:04:46.009,380.008,High vortex aircraft,2024-12-07,14
343385,2024-12-01 11:32:00.433,2024-12-01 11:39:40.552,460.119,Heavy (larger than 136000 kg),2024-12-01,11
343385,2024-12-01 16:07:56.925,2024-12-01 16:08:28.394,31.469,High vortex aircraft,2024-12-01,16
343385,2024-12-02 06:36:10.167,2024-12-02 06:40:22.078,251.911,High vortex aircraft,2024-12-02,6
343385,2024-12-02 10:55:26.464,2024-12-02 10:58:41.861,195.397,High vortex aircraft,2024-12-02,10
343385,2024-12-02 15:09:03.362,2024-12-02 15:09:31.808,28.446,High vortex aircraft,2024-12-02,15
343385,2024-12-02 18:58:19.646,2024-12-02 19:06:52.650,513.004,Heavy (larger than 136000 kg),2024-12-02,19
343385,2024-12-03 09:13:38.282,2024-12-03 09:15:17.031,98.749,High vortex aircraft,2024-12-03,9
343385,2024-12-03 16:18:56.103,2024-12-03 16:19:15.711,19.608,High vortex aircraft,2024-12-03,16
343385,2024-12-04 18:28:17.196,2024-12-04 18:35:40.378,443.182,Heavy (larger than 136000 kg),2024-12-04,18
343385,2024-12-05 06:40:22.371,2024-12-05 06:40:49.594,27.223,High vortex aircraft,2024-12-05,6
343385,2024-12-05 10:53:17.297,2024-12-05 10:53:41.964,24.667,High vortex aircraft,2024-12-05,10
343385,2024-12-05 18:27:09.456,2024-12-05 18:40:28.339,798.883,High vortex aircraft,2024-12-05,18
343385,2024-12-06 08:09:58.453,2024-12-06 08:10:24.328,25.875,High vortex aircraft,2024-12-06,8
343385,2024-12-06 14:54:26.152,2024-12-06 14:54:57.264,31.112,High vortex aircraft,2024-12-06,14
343385,2024-12-06 22:00:36.411,2024-12-06 22:06:55.858,379.447,High vortex aircraft,2024-12-06,22
343385,2024-12-07 08:25:24.848,2024-12-07 08:25:49.994,25.146,High vortex aircraft,2024-12-07,8
343385,2024-12-07 15:51:32.732,2024-12-07 15:51:55.600,22.868,High vortex aircraft,2024-12-07,15
34764A,2024-12-01 16:02:05.511,2024-12-03 03:33:15.369,127869.858,Rotorcraft,2024-12-03,3
34764A,2024-12-03 12:08:41.673,2024-12-03 12:09:06.051,24.378,High vortex aircraft,2024-12-03,12
34764A,2024-12-04 11:36:34.855,2024-12-04 11:36:58.606,23.751,High vortex aircraft,2024-12-04,11
34764A,2024-12-05 23:23:00.940,2024-12-05 23:24:37.350,96.41,High vortex aircraft,2024-12-05,23
34764A,2024-12-07 08:14:41.918,2024-12-07 08:16:16.356,94.438,High vortex aircraft,2024-12-07,8
484161,2024-12-03 10:25:27.504,2024-12-03 10:26:01.292,33.788,High vortex aircraft,2024-12-03,10
484161,2024-12-04 05:21:33.183,2024-12-04 05:22:00.289,27.106,High vortex aircraft,2024-12-04,5
494107,2024-12-01 13:35:59.225,2024-12-01 13:49:56.873,837.648,High vortex aircraft,2024-12-01,13
3444CE,2024-12-01 13:17:30.435,2024-12-01 13:18:00.197,29.762,High vortex aircraft,2024-12-01,13
3444CE,2024-12-02 13:26:36.078,2024-12-02 13:27:05.014,28.936,High vortex aircraft,2024-12-02,13
3444CE,2024-12-03 12:24:58.999,2024-12-03 12:34:01.782,542.783,High vortex aircraft,2024-12-03,12
3444CE,2024-12-04 11:29:23.394,2024-12-04 11:39:47.990,624.596,High vortex aircraft,2024-12-04,11
3444CE,2024-12-05 12:06:32.013,2024-12-05 12:07:01.933,29.92,High vortex aircraft,2024-12-05,12
3444CE,2024-12-06 11:22:16.131,2024-12-06 11:22:56.613,40.482,High vortex aircraft,2024-12-06,11
3444CE,2024-12-07 12:05:59.968,2024-12-07 12:07:59.015,119.047,High vortex aircraft,2024-12-07,12
4CA92D,2024-12-02 11:19:42.910,2024-12-02 11:20:09.869,26.959,High vortex aircraft,2024-12-02,11
4CA92D,2024-12-06 07:03:03.103,2024-12-06 07:03:30.549,27.446,High vortex aircraft,2024-12-06,7
4CA92D,2024-12-06 07:18:58.144,2024-12-06 08:13:55.480,3297.336,High vortex aircraft,2024-12-06,8
4CA95E,2024-12-01 09:57:46.163,2024-12-01 09:58:53.969,67.806,High vortex aircraft,2024-12-01,9
4CA9D1,2024-12-06 18:59:35.117,2024-12-06 19:09:00.395,565.278,Rotorcraft,2024-12-06,19
4CA9D1,2024-12-07 05:47:59.104,2024-12-07 05:49:44.018,104.914,High vortex aircraft,2024-12-07,5
4CA9D1,2024-12-07 12:43:51.738,2024-12-07 12:44:22.495,30.757,High vortex aircraft,2024-12-07,12
4CA9D1,2024-12-07 20:24:13.167,2024-12-07 20:24:25.207,12.04,High vortex aircraft,2024-12-07,20
4CADDD,2024-12-03 10:52:44.906,2024-12-03 11:04:29.708,704.802,High vortex aircraft,2024-12-03,11
4D2279,2024-12-02 23:34:10.609,2024-12-02 23:34:29.645,19.036,High vortex aircraft,2024-12-02,23
4D2279,2024-12-05 09:01:29.659,2024-12-05 09:02:50.702,81.043,High vortex aircraft,2024-12-05,9
4D23FB,2024-12-05 09:23:17.476,2024-12-05 09:23:46.452,28.976,High vortex aircraft,2024-12-05,9
4D23FB,2024-12-07 09:26:53.599,2024-12-07 09:27:14.268,20.669,High vortex aircraft,2024-12-07,9
040125,2024-12-03 18:46:51.548,2024-12-03 18:47:30.691,39.143,High vortex aircraft,2024-12-03,18
3451CF,2024-12-01 16:09:53.907,2024-12-01 16:10:36.353,42.446,High vortex aircraft,2024-12-01,16
3451CF,2024-12-02 14:39:53.275,2024-12-02 14:40:40.968,47.693,Heavy (larger than 136000 kg),2024-12-02,14
3451CF,2024-12-03 14:48:01.580,2024-12-03 14:48:42.636,41.056,High vortex aircraft,2024-12-03,14
3451CF,2024-12-04 14:52:32.126,2024-12-04 14:53:17.819,45.693,High vortex aircraft,2024-12-04,14
3451CF,2024-12-05 15:14:16.810,2024-12-05 15:14:52.329,35.519,High vortex aircraft,2024-12-05,15
3451CF,2024-12-07 15:00:59.388,2024-12-07 15:01:37.611,38.223,High vortex aircraft,2024-12-07,15
394C13,2024-12-02 05:19:28.641,2024-12-02 05:19:50.944,22.303,Heavy (larger than 136000 kg),2024-12-02,5
394C13,2024-12-04 05:42:23.018,2024-12-04 05:42:49.723,26.705,High vortex aircraft,2024-12-04,5
4CA565,2024-12-06 19:30:03.802,2024-12-06 19:30:35.327,31.525,High vortex aircraft,2024-12-06,19
4CA565,2024-12-07 05:06:10.642,2024-12-07 05:07:34.704,84.062,High vortex aircraft,2024-12-07,5
4CA565,2024-12-07 11:43:19.241,2024-12-07 11:53:08.149,588.908,High vortex aircraft,2024-12-07,11
4CA565,2024-12-07 18:53:29.597,2024-12-07 19:02:58.435,568.838,Heavy (larger than 136000 kg),2024-12-07,19
30095A,2024-12-02 15:48:14.598,2024-12-02 15:48:36.020,21.422,High vortex aircraft,2024-12-02,15
345617,2024-12-01 10:01:07.325,2024-12-01 10:01:30.148,22.823,High vortex aircraft,2024-12-01,10
345617,2024-12-06 06:50:33.152,2024-12-06 06:50:56.948,23.796,High vortex aircraft,2024-12-06,6
345685,2024-12-01 10:32:14.748,2024-12-01 10:33:15.939,61.191,High vortex aircraft,2024-12-01,10
345685,2024-12-01 15:35:37.093,2024-12-01 15:36:01.268,24.175,High vortex aircraft,2024-12-01,15
345685,2024-12-02 11:01:40.878,2024-12-02 11:02:01.666,20.788,High vortex aircraft,2024-12-02,11
345685,2024-12-02 15:43:46.581,2024-12-02 15:44:13.737,27.156,High vortex aircraft,2024-12-02,15
345685,2024-12-02 22:20:05.941,2024-12-02 22:21:18.358,72.417,High vortex aircraft,2024-12-02,22
345685,2024-12-03 09:44:08.407,2024-12-03 10:49:48.873,3940.466,High vortex aircraft,2024-12-03,10
345685,2024-12-03 22:32:25.475,2024-12-03 22:32:50.040,24.565,High vortex aircraft,2024-12-03,22
345685,2024-12-04 10:51:40.902,2024-12-04 10:52:49.064,68.162,Heavy (larger than 136000 kg),2024-12-04,10
345685,2024-12-04 15:29:45.887,2024-12-04 15:30:13.582,27.695,High vortex aircraft,2024-12-04,15
345685,2024-12-04 21:45:02.246,2024-12-04 22:28:16.636,2594.39,High vortex aircraft,2024-12-04,22
345685,2024-12-05 08:18:01.170,2024-12-05 08:18:23.134,21.964,High vortex aircraft,2024-12-05,8
345685,2024-12-05 15:11:05.498,2024-12-05 15:11:31.555,26.057,High vortex aircraft,2024-12-05,15
345685,2024-12-05 22:24:46.389,2024-12-05 22:25:11.972,25.583,High vortex aircraft,2024-12-05,22
345685,2024-12-06 10:30:38.449,2024-12-06 10:37:30.282,411.833,High vortex aircraft,2024-12-06,10
345685,2024-12-06 17:42:23.449,2024-12-06 17:42:46.076,22.627,High vortex aircraft,2024-12-06,17
345685,2024-12-07 08:07:28.380,2024-12-07 08:07:50.110,21.73,High vortex aircraft,2024-12-07,8
345685,2024-12-07 15:35:11.109,2024-12-07 15:35:36.802,25.693,High vortex aircraft,2024-12-07,15
345685,2024-12-07 19:39:26.302,2024-12-07 19:39:48.650,22.348,High vortex aircraft,2024-12-07,19
3465C5,2024-12-01 13:56:06.751,2024-12-01 13:56:30.640,23.889,High vortex aircraft,2024-12-01,13
3465C5,2024-12-02 14:16:57.269,2024-12-02 14:17:21.146,23.877,High vortex aircraft,2024-12-02,14
3465C5,2024-12-03 14:30:01.836,2024-12-03 14:30:28.819,26.983,High vortex aircraft,2024-12-03,14
3465C5,2024-12-04 12:51:07.005,2024-12-04 13:00:25.226,558.221,High vortex aircraft,2024-12-04,13
3465C5,2024-12-05 16:10:45.452,2024-12-05 16:12:01.143,75.691,High vortex aircraft,2024-12-05,16
3465C5,2024-12-06 14:20:21.707,2024-12-06 14:21:36.946,75.239,High vortex aircraft,2024-12-06,14
3465C5,2024-12-07 14:48:50.979,2024-12-07 14:49:23.696,32.717,High vortex aircraft,2024-12-07,14
AA9F6F,2024-12-07 09:18:51.753,2024-12-07 09:19:29.833,38.08,High vortex aircraft,2024-12-07,9
344449,2024-12-01 07:57:40.550,2024-12-01 08:07:30.433,589.883,High vortex aircraft,2024-12-01,8
344449,2024-12-01 16:05:32.483,2024-12-01 16:05:54.293,21.81,High vortex aircraft,2024-12-01,16
344449,2024-12-02 09:48:58.724,2024-12-02 09:49:31.931,33.207,High vortex aircraft,2024-12-02,9
344449,2024-12-02 15:25:30.567,2024-12-02 15:25:52.297,21.73,High vortex aircraft,2024-12-02,15
344449,2024-12-02 19:35:29.684,2024-12-02 19:46:33.662,663.978,Heavy (larger than 136000 kg),2024-12-02,19
344449,2024-12-03 11:06:53.135,2024-12-03 11:07:20.627,27.492,High vortex aircraft,2024-12-03,11
344449,2024-12-03 18:47:35.107,2024-12-03 18:52:23.849,288.742,High vortex aircraft,2024-12-03,18
344449,2024-12-04 08:24:42.589,2024-12-04 08:25:00.100,17.511,High vortex aircraft,2024-12-04,8
344449,2024-12-04 16:02:08.514,2024-12-04 16:10:39.617,511.103,High vortex aircraft,2024-12-04,16
344449,2024-12-04 20:45:15.557,2024-12-04 20:45:37.214,21.657,High vortex aircraft,2024-12-04,20
344449,2024-12-05 08:17:43.396,2024-12-05 08:18:00.759,17.363,High vortex aircraft,2024-12-05,8
344449,2024-12-05 15:35:15.317,2024-12-05 15:35:41.780,26.463,High vortex aircraft,2024-12-05,15
344449,2024-12-05 19:45:02.026,2024-12-05 19:54:06.697,544.671,High vortex aircraft,2024-12-05,19
344449,2024-12-06 11:16:15.925,2024-12-06 11:16:40.120,24.195,High vortex aircraft,2024-12-06,11
344449,2024-12-06 15:15:47.220,2024-12-06 15:23:55.991,488.771,High vortex aircraft,2024-12-06,15
344449,2024-12-07 06:54:00.908,2024-12-07 06:54:24.595,23.687,High vortex aircraft,2024-12-07,6
344449,2024-12-07 13:41:29.829,2024-12-07 13:47:22.818,352.989,High vortex aircraft,2024-12-07,13
344449,2024-12-07 17:21:08.068,2024-12-07 17:27:29.574,381.506,High vortex aircraft,2024-12-07,17
346385,2024-12-02 14:43:17.957,2024-12-02 14:54:24.356,666.399,High vortex aircraft,2024-12-02,14
346385,2024-12-03 15:40:54.260,2024-12-03 15:41:34.552,40.292,High vortex aircraft,2024-12-03,15
346385,2024-12-03 23:21:30.113,2024-12-03 23:22:21.370,51.257,High vortex aircraft,2024-12-03,23
346385,2024-12-05 07:26:08.828,2024-12-05 07:26:45.099,36.271,High vortex aircraft,2024-12-05,7
346385,2024-12-05 15:12:32.235,2024-12-05 15:13:03.355,31.12,Heavy (larger than 136000 kg),2024-12-05,15
346385,2024-12-05 23:41:27.000,2024-12-05 23:42:02.289,35.289,High vortex aircraft,2024-12-05,23
346385,2024-12-07 15:39:17.795,2024-12-07 15:40:01.339,43.544,High vortex aircraft,2024-12-07,15
40095D,2024-12-07 14:29:40.740,2024-12-07 14:30:05.023,24.283,High vortex aircraft,2024-12-07,14
440631,2024-12-06 16:30:59.613,2024-12-06 16:46:55.145,955.532,High vortex aircraft,2024-12-06,16
4D2301,2024-12-02 09:35:12.074,2024-12-02 09:39:04.499,232.425,High vortex aircraft,2024-12-02,9
4D2301,2024-12-02 20:00:31.234,2024-12-02 20:00:56.499,25.265,High vortex aircraft,2024-12-02,20
4D24EB,2024-12-01 13:01:27.375,2024-12-01 13:17:16.679,949.304,High vortex aircraft,2024-12-01,13
E8044F,2024-12-02 22:58:44.461,2024-12-02 22:59:23.124,38.663,High vortex aircraft,2024-12-02,22
01024C,2024-12-02 12:13:46.045,2024-12-02 12:29:19.639,933.594,Rotorcraft,2024-12-02,12
06A2ED,2024-12-06 20:48:52.927,2024-12-06 20:50:31.885,98.958,High vortex aircraft,2024-12-06,20
3CE0F7,2024-12-03 13:56:53.291,2024-12-03 13:57:13.903,20.612,High vortex aircraft,2024-12-03,13
406909,2024-12-03 16:33:22.975,2024-12-03 16:44:16.412,653.437,Rotorcraft,2024-12-03,16
49D2AA,2024-12-03 16:20:37.819,2024-12-03 16:21:16.501,38.682,High vortex aircraft,2024-12-03,16
4CA850,2024-12-06 09:03:31.631,2024-12-06 09:16:50.645,799.014,High vortex aircraft,2024-12-06,9
4D234C,2024-12-01 11:44:28.738,2024-12-01 11:45:01.088,32.35,Heavy (larger than 136000 kg),2024-12-01,11
39D310,2024-12-02 13:03:38.136,2024-12-02 13:14:14.628,636.492,High vortex aircraft,2024-12-02,13
010246,2024-12-03 13:58:48.654,2024-12-03 14:15:48.388,1019.734,High vortex aircraft,2024-12-03,14
345559,2024-12-03 15:27:17.357,2024-12-03 15:28:38.505,81.148,High vortex aircraft,2024-12-03,15
3C10AA,2024-12-06 10:48:13.159,2024-12-06 11:01:32.486,799.327,High vortex aircraft,2024-12-06,11
440198,2024-12-04 16:30:14.772,2024-12-04 16:30:35.800,21.028,High vortex aircraft,2024-12-04,16
440198,2024-12-05 16:40:40.733,2024-12-05 16:53:25.652,764.919,Heavy (larger than 136000 kg),2024-12-05,16
471EFC,2024-12-04 18:07:24.369,2024-12-04 18:19:20.184,715.815,High vortex aircraft,2024-12-04,18
4BC852,2024-12-02 12:22:05.856,2024-12-02 12:23:14.945,69.089,High vortex aircraft,2024-12-02,12
4D0226,2024-12-02 09:19:19.695,2024-12-02 09:25:36.587,376.892,High vortex aircraft,2024-12-02,9
E8026C,2024-12-06 23:58:43.994,2024-12-07 00:00:08.407,84.413,High vortex aircraft,2024-12-07,0
346691,2024-12-04 08:45:38.273,2024-12-04 08:55:28.479,590.206,High vortex aircraft,2024-12-04,8
4403E0,2024-12-03 19:30:51.249,2024-12-03 19:31:39.893,48.644,High vortex aircraft,2024-12-03,19
494104,2024-12-07 16:33:17.959,2024-12-07 16:33:38.097,20.138,High vortex aircraft,2024-12-07,16
4951D3,2024-12-02 09:33:42.755,2024-12-02 09:36:53.190,190.435,High vortex aircraft,2024-12-02,9
4CA7B9,2024-12-07 22:22:34.391,2024-12-07 22:22:54.485,20.094,High vortex aircraft,2024-12-07,22
AA5428,2024-12-02 09:05:26.794,2024-12-02 09:09:19.318,232.524,High vortex aircraft,2024-12-02,9
346045,2024-12-01 11:37:50.376,2024-12-03 03:51:29.115,144818.739,High vortex aircraft,2024-12-03,3
346045,2024-12-07 11:30:41.168,2024-12-07 11:36:45.744,364.576,High vortex aircraft,2024-12-07,11
3C5433,2024-12-02 23:43:03.887,2024-12-02 23:43:24.224,20.337,High vortex aircraft,2024-12-02,23
484130,2024-12-01 16:13:05.648,2024-12-01 16:25:52.028,766.38,High vortex aircraft,2024-12-01,16
484130,2024-12-04 11:49:45.312,2024-12-04 12:56:27.912,4002.6,High vortex aircraft,2024-12-04,12
48455D,2024-12-04 15:54:41.535,2024-12-04 16:04:14.204,572.669,High vortex aircraft,2024-12-04,16
4D250F,2024-12-03 13:19:41.287,2024-12-03 13:34:16.682,875.395,High vortex aircraft,2024-12-03,13
4D250F,2024-12-05 09:07:05.161,2024-12-05 09:20:21.096,795.935,High vortex aircraft,2024-12-05,9
343147,2024-12-02 09:14:33.420,2024-12-02 09:19:20.105,286.685,High vortex aircraft,2024-12-02,9
343147,2024-12-03 19:52:24.987,2024-12-03 19:53:08.261,43.274,High vortex aircraft,2024-12-03,19
343147,2024-12-07 12:30:37.750,2024-12-07 12:31:02.425,24.675,High vortex aircraft,2024-12-07,12
344197,2024-12-01 06:47:30.701,2024-12-01 06:49:05.482,94.781,High vortex aircraft,2024-12-01,6
344197,2024-12-01 06:53:27.857,2024-12-01 06:54:27.559,59.702,High vortex aircraft,2024-12-01,6
344197,2024-12-01 10:56:49.885,2024-12-01 11:06:05.858,555.973,High vortex aircraft,2024-12-01,11
344197,2024-12-01 15:04:50.889,2024-12-01 15:05:14.799,23.91,High vortex aircraft,2024-12-01,15
344197,2024-12-01 19:28:55.595,2024-12-01 19:38:04.869,549.274,High vortex aircraft,2024-12-01,19
344197,2024-12-02 07:44:17.760,2024-12-02 07:44:46.724,28.964,High vortex aircraft,2024-12-02,7
344197,2024-12-02 11:03:57.942,2024-12-02 11:05:26.542,88.6,High vortex aircraft,2024-12-02,11
344197,2024-12-02 11:15:28.543,2024-12-02 11:15:50.911,22.368,High vortex aircraft,2024-12-02,11
344197,2024-12-02 15:19:29.408,2024-12-02 15:19:56.646,27.238,Heavy (larger than 136000 kg),2024-12-02,15
344197,2024-12-02 19:17:22.129,2024-12-02 19:20:54.361,212.232,High vortex aircraft,2024-12-02,19
344197,2024-12-03 07:19:43.884,2024-12-03 07:25:20.792,336.908,High vortex aircraft,2024-12-03,7
344197,2024-12-03 11:19:14.850,2024-12-03 11:21:15.378,120.528,High vortex aircraft,2024-12-03,11
344197,2024-12-03 11:31:22.994,2024-12-03 11:31:46.882,23.888,High vortex aircraft,2024-12-03,11
344197,2024-12-03 15:31:05.016,2024-12-03 15:31:36.018,31.002,High vortex aircraft,2024-12-03,15
344197,2024-12-03 19:10:41.655,2024-12-03 19:11:10.365,28.71,High vortex aircraft,2024-12-03,19
344197,2024-12-04 08:28:40.713,2024-12-04 08:38:31.841,591.128,Heavy (larger than 136000 kg),2024-12-04,8
344197,2024-12-05 07:45:51.666,2024-12-05 07:46:10.609,18.943,High vortex aircraft,2024-12-05,7
344197,2024-12-07 07:31:02.041,2024-12-07 07:31:26.660,24.619,High vortex aircraft,2024-12-07,7
344197,2024-12-07 14:05:47.915,2024-12-07 14:06:08.478,20.563,High vortex aircraft,2024-12-07,14
344344,2024-12-02 07:57:41.042,2024-12-02 15:28:26.020,27044.978,Rotorcraft,2024-12-02,15
344344,2024-12-02 15:44:33.108,2024-12-02 15:45:47.477,74.369,High vortex aircraft,2024-12-02,15
344344,2024-12-03 15:30:39.075,2024-12-03 15:37:07.691,388.616,High vortex aircraft,2024-12-03,15
344344,2024-12-04 15:04:00.618,2024-12-04 15:04:58.006,57.388,Rotorcraft,2024-12-04,15
344344,2024-12-06 15:38:45.635,2024-12-06 15:40:18.341,92.706,Heavy (larger than 136000 kg),2024-12-06,15
4CADBA,2024-12-06 10:07:20.184,2024-12-06 10:07:44.258,24.074,High vortex aircraft,2024-12-06,10
4CADBA,2024-12-07 08:21:16.550,2024-12-07 08:30:01.155,524.605,High vortex aircraft,2024-12-07,8
4CADBA,2024-12-07 19:02:54.169,2024-12-07 19:03:20.176,26.007,High vortex aircraft,2024-12-07,19
A8B75A,2024-12-03 10:33:03.723,2024-12-03 10:33:34.487,30.764,High vortex aircraft,2024-12-03,10
A8B75A,2024-12-07 10:28:00.707,2024-12-07 10:41:14.696,793.989,High vortex aircraft,2024-12-07,10
34134E,2024-12-01 04:20:09.275,2024-12-01 04:20:29.259,19.984,High vortex aircraft,2024-12-01,4
34134E,2024-12-01 11:07:31.839,2024-12-01 11:14:25.582,413.743,High vortex aircraft,2024-12-01,11
34134E,2024-12-01 17:33:14.032,2024-12-01 17:44:24.428,670.396,High vortex aircraft,2024-12-01,17
34134E,2024-12-02 06:33:35.490,2024-12-02 06:37:49.592,254.102,Heavy (larger than 136000 kg),2024-12-02,6
34134E,2024-12-02 10:47:01.907,2024-12-02 10:55:22.462,500.555,High vortex aircraft,2024-12-02,10
34134E,2024-12-02 18:15:28.085,2024-12-02 18:24:21.563,533.478,High vortex aircraft,2024-12-02,18
34134E,2024-12-03 06:40:19.017,2024-12-03 06:41:41.075,82.058,High vortex aircraft,2024-12-03,6
34134E,2024-12-03 11:36:06.657,2024-12-03 11:36:29.207,22.55,High vortex aircraft,2024-12-03,11
34134E,2024-12-03 17:21:51.382,2024-12-03 17:30:38.270,526.888,High vortex aircraft,2024-12-03,17
34134E,2024-12-04 08:14:01.683,2024-12-04 08:15:18.596,76.913,High vortex aircraft,2024-12-04,8
34134E,2024-12-04 15:14:36.878,2024-12-04 15:14:59.780,22.902,High vortex aircraft,2024-12-04,15
34134E,2024-12-05 09:03:01.077,2024-12-05 09:12:15.926,554.849,High vortex aircraft,2024-12-05,9
34134E,2024-12-05 15:17:32.777,2024-12-05 15:17:56.465,23.688,Heavy (larger than 136000 kg),2024-12-05,15
34134E,2024-12-05 21:20:03.017,2024-12-05 21:20:30.846,27.829,High vortex aircraft,2024-12-05,21
34134E,2024-12-06 09:12:48.236,2024-12-06 09:21:43.233,534.997,High vortex aircraft,2024-12-06,9
34134E,2024-12-06 15:47:45.597,2024-12-06 15:54:54.471,428.874,High vortex aircraft,2024-12-06,15
34134E,2024-12-07 07:17:31.356,2024-12-07 07:24:01.768,390.412,High vortex aircraft,2024-12-07,7
34134E,2024-12-07 13:14:01.749,2024-12-07 13:14:22.623,20.874,High vortex aircraft,2024-12-07,13
40615B,2024-12-02 18:34:56.002,2024-12-02 18:41:44.751,408.749,High vortex aircraft,2024-12-02,18
4951D2,2024-12-02 16:57:35.537,2024-12-02 17:06:03.093,507.556,High vortex aircraft,2024-12-02,17
4B027F,2024-12-01 19:56:30.970,2024-12-01 19:57:01.651,30.681,High vortex aircraft,2024-12-01,19
4B1699,2024-12-02 19:10:43.503,2024-12-02 19:22:55.222,731.719,High vortex aircraft,2024-12-02,19
4B1699,2024-12-03 09:32:23.113,2024-12-03 09:32:47.327,24.214,High vortex aircraft,2024-12-03,9
4B18F4,2024-12-05 18:55:20.446,2024-12-05 19:05:58.839,638.393,High vortex aircraft,2024-12-05,19
4BB287,2024-12-02 13:58:06.221,2024-12-02 14:14:16.040,969.819,High vortex aircraft,2024-12-02,14
7811A5,2024-12-07 13:02:09.757,2024-12-07 13:19:29.416,1039.659,Heavy (larger than 136000 kg),2024-12-07,13
E80215,2024-12-04 23:50:48.060,2024-12-04 23:51:25.244,37.184,High vortex aircraft,2024-12-04,23
E80215,2024-12-06 22:44:22.132,2024-12-06 22:44:59.416,37.284,High vortex aircraft,2024-12-06,22
344216,2024-12-01 07:14:44.551,2024-12-01 07:23:35.523,530.972,High vortex aircraft,2024-12-01,7
344216,2024-12-01 13:58:54.255,2024-12-01 13:59:31.530,37.275,High vortex aircraft,2024-12-01,13
344216,2024-12-01 18:00:38.063,2024-12-01 18:07:26.631,408.568,High vortex aircraft,2024-12-01,18
344216,2024-12-02 06:07:50.186,2024-12-02 06:20:24.780,754.594,High vortex aircraft,2024-12-02,6
344216,2024-12-02 14:31:16.769,2024-12-02 14:33:02.490,105.721,High vortex aircraft,2024-12-02,14
344216,2024-12-03 06:42:30.397,2024-12-03 06:43:03.359,32.962,High vortex aircraft,2024-12-03,6
344216,2024-12-03 14:18:07.320,2024-12-03 14:29:15.863,668.543,High vortex aircraft,2024-12-03,14
344216,2024-12-04 06:26:33.394,2024-12-04 06:26:57.481,24.087,High vortex aircraft,2024-12-04,6
344216,2024-12-04 14:05:14.628,2024-12-04 14:05:39.036,24.408,High vortex aircraft,2024-12-04,14
344216,2024-12-05 11:22:48.751,2024-12-05 11:23:13.534,24.783,High vortex aircraft,2024-12-05,11
344216,2024-12-06 10:57:26.353,2024-12-06 10:58:04.244,37.891,High vortex aircraft,2024-12-06,10
344216,2024-12-06 18:20:58.671,2024-12-06 18:21:21.998,23.327,High vortex aircraft,2024-12-06,18
344216,2024-12-07 11:09:45.424,2024-12-07 11:16:21.489,396.065,High vortex aircraft,2024-12-07,11
344216,2024-12-07 19:00:19.737,2024-12-07 19:00:47.118,27.381,High vortex aircraft,2024-12-07,19
347288,2024-12-01 16:21:12.284,2024-12-02 07:10:03.587,53331.303,High vortex aircraft,2024-12-02,7
347288,2024-12-02 09:04:36.680,2024-12-02 09:12:23.850,467.17,High vortex aircraft,2024-12-02,9
347288,2024-12-02 16:09:59.338,2024-12-02 16:10:53.262,53.924,High vortex aircraft,2024-12-02,16
347288,2024-12-02 20:43:40.831,2024-12-02 20:52:24.013,523.182,High vortex aircraft,2024-12-02,20
347288,2024-12-03 08:05:53.164,2024-12-03 08:07:05.438,72.274,High vortex aircraft,2024-12-03,8
347288,2024-12-03 14:39:14.678,2024-12-03 14:39:36.827,22.149,High vortex aircraft,2024-12-03,14
347288,2024-12-04 07:35:14.589,2024-12-04 07:44:23.053,548.464,High vortex aircraft,2024-12-04,7
347288,2024-12-04 12:26:34.835,2024-12-04 12:35:52.615,557.78,Heavy (larger than 136000 kg),2024-12-04,12
347288,2024-12-04 16:54:52.660,2024-12-04 16:55:16.605,23.945,High vortex aircraft,2024-12-04,16
